全网,#genre#
CCTV14,http://39.135.138.58:18890/PLTV/88888888/224/3221225639/index.m3u8
CCTV14,http://39.134.67.110/PLTV/88888888/224/3221225674/index.m3u8
CCTV14,http://222.175.159.226:808/hls/15/index.m3u8
CCTV14,http://111.40.196.30/PLTV/88888888/224/3221225573/index.m3u8
CCTV15,http://111.20.33.70/TVOD/88888888/224/3221225785/index.m3u8
CCTV15,http://39.135.138.58:18890/PLTV/88888888/224/3221225641/index.m3u8
CCTV15,http://39.134.115.163:8080/PLTV/88888910/224/3221225641/index.m3u8?icpid=88888888&from=30&hms_devid=1452
CCTV15,http://111.40.196.31/PLTV/88888888/224/3221225500/index.m3u8
CCTV15,http://39.134.67.110/PLTV/88888888/224/3221225513/index.m3u8
CCTV16,http://liveop.cctv.cn/hls/CCTV16HD/playlist.m3u8
CCTV16,http://111.20.33.70/TVOD/88888893/224/3221226921/index.m3u8
CCTV16,http://39.135.138.58:18890/TVOD/88888910/224/3221226230/index.m3u8
CCTV17,http://39.134.32.102:6610/270000001111/1110000391/index.m3u8?IASHttpSessionId=OTT
CCTV17,http://39.134.67.110/PLTV/88888888/224/3221225708/index.m3u8
CCTV17,http://39.134.115.163:8080/PLTV/88888910/224/3221225908/index.m3u8
CCTV17,http://111.20.33.70/TVOD/88888893/224/3221226198/index.m3u8
CCTV17,http://222.175.159.226:808/hls/18/index.m3u8
冬奥纪实,http://111.20.33.70/PLTV/88888893/224/3221226232/index.m3u8
CGTN,http://111.20.33.93/TVOD/88888888/224/3221225745/index.m3u8
CETV1,http://111.20.33.93/TVOD/88888888/224/3221225753/index.m3u8
CETV2,http://111.20.33.93/TVOD/88888888/224/3221225756/index.m3u8
CCTV移动,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/649e19038fa74514ab3f00febbcd6de0/1200.m3u8
发现之旅,http://111.20.33.70/PLTV/88888893/224/3221226235/index.m3u8
老故事,http://111.20.33.70/PLTV/88888893/224/3221226236/index.m3u8
CCTV1,http://60.10.167.88:808/hls/1/index.m3u8
CCTV2,http://60.10.167.88:808/hls/2/index.m3u8
CCTV3,http://60.10.167.88:808/hls/3/index.m3u8
CCTV4,http://60.10.167.88:808/hls/4/index.m3u8
CCTV5,http://60.10.167.88:808/hls/5/index.m3u8
CCTV5+,http://60.10.167.88:808/hls/17/index.m3u8
CCTV6,http://60.10.167.88:808/hls/6/index.m3u8
CCTV7,http://60.10.167.88:808/hls/7/index.m3u8
CCTV8,http://60.10.167.88:808/hls/8/index.m3u8
CCTV9,http://60.10.167.88:808/hls/9/index.m3u8
CCTV3,http://111.20.33.70/PLTV/88888893/224/3221226398/index.m3u8
CCTV4,http://111.20.33.70/PLTV/88888893/224/3221226191/index.m3u8
CCTV5,http://111.20.33.70/PLTV/88888893/224/3221226396/index.m3u8
CCTV6,http://111.20.33.70/PLTV/88888893/224/3221226394/index.m3u8
CCTV6,http://111.20.33.70/PLTV/88888893/224/3221226011/index.m3u8
CCTV7,http://111.20.33.70/PLTV/88888893/224/3221226192/index.m3u8
CCTV8,http://111.20.33.70/PLTV/88888893/224/3221226012/index.m3u8
CCTV8,http://111.20.33.70/PLTV/88888893/224/3221226391/index.m3u8
CCTV8,http://111.20.33.70/PLTV/88888893/224/3221226407/index.m3u8
CCTV10,http://111.20.33.70/PLTV/88888893/224/3221226228/index.m3u8
CCTV10,http://111.20.33.70/PLTV/88888893/224/3221226189/index.m3u8
CCTV11,http://60.10.167.88:808/hls/11/index.m3u8
CCTV12,http://60.10.167.88:808/hls/12/index.m3u8
CCTV13,http://60.10.167.88:808/hls/13/index.m3u8
CCTV14,http://60.10.167.88:808/hls/14/index.m3u8
CCTV15,http://60.10.167.88:808/hls/15/index.m3u8
CGTN,http://60.10.167.88:808/hls/16/index.m3u8
CCTV11,http://111.20.33.70/PLTV/88888893/224/3221226240/index.m3u8
CCTV17,http://111.20.33.70/PLTV/88888893/224/3221226208/index.m3u8
CCTV1,http://111.20.33.70/PLTV/88888893/224/3221226239/index.m3u8
CCTV1,http://111.20.33.70/PLTV/88888893/224/3221226408/index.m3u8
CCTV2,http://111.20.33.70/PLTV/88888893/224/3221226224/index.m3u8
CETV4,http://111.20.33.70/PLTV/88888893/224/3221226225/index.m3u8
CETV3,http://111.20.33.70/PLTV/88888893/224/3221226226/index.m3u8
CCTV17,http://111.20.33.70/PLTV/88888893/224/3221226198/index.m3u8
CCTV16,http://111.20.33.70/PLTV/88888893/224/3221226921/index.m3u8
CCTV5+,http://111.20.33.70/PLTV/88888893/224/3221226342/index.m3u8
2CCTV1343,http://111.20.33.70/PLTV/88888893/224/3221226343/index.m3u8
3CCTV,http://111.20.33.70/PLTV/88888893/224/3221226344/index.m3u8
CCTV5+,http://111.20.33.70/PLTV/88888893/224/3221226345/index.m3u8
4CCTV,http://111.20.33.70/PLTV/88888893/224/3221226346/index.m3u8
5CCTV,http://111.20.33.70/PLTV/88888893/224/3221226347/index.m3u8
斯洛克,http://111.20.33.70/PLTV/88888893/224/3221226348/index.m3u8
1CCTV1341,http://111.20.33.70/PLTV/88888893/224/3221226341/index.m3u8
电影1,http://111.20.33.70/PLTV/88888893/224/3221226352/index.m3u8
CHC影院,http://111.20.33.70/PLTV/88888893/224/3221226462/index.m3u8
CHC电影,http://111.20.33.70/PLTV/88888893/224/3221226463/index.m3u8
CHC动作,http://111.20.33.70/PLTV/88888893/224/3221226465/index.m3u8
凤凰卫视,http://111.20.33.70/PLTV/88888893/224/3221226546/index.m3u8
凤凰资讯,http://111.20.33.70/PLTV/88888893/224/3221226547/index.m3u8
CCTV1,http://111.20.33.70/PLTV/88888893/224/3221226552/index.m3u8
都市剧场,http://111.20.33.70/PLTV/88888893/224/3221226581/index.m3u8
欢笑剧场,http://111.20.33.70/PLTV/88888893/224/3221226582/index.m3u8
极速汽车,http://111.20.33.70/PLTV/88888893/224/3221226583/index.m3u8
快乐垂钓,http://111.20.33.70/PLTV/88888893/224/3221226805/index.m3u8
茶频道,http://111.20.33.70/PLTV/88888893/224/3221226808/index.m3u8
精彩综艺,http://111.20.33.70/PLTV/88888893/224/3221226009/index.m3u8
CCTV-1综合,http://39.134.115.163:8080/PLTV/88888910/224/3221225618/index.m3u8
CCTV-1综合,http://39.134.115.163:8080/PLTV/88888910/224/3221225918/index.m3u8
CCTV-1综合,http://39.134.115.163:8080/PLTV/88888910/224/3221226221/index.m3u8
CCTV4国际,http://39.135.138.60:18890/PLTV/88888910/224/3221225621/index.m3u8
CCTV15,http://39.135.138.60:18890/PLTV/88888910/224/3221225641/index.m3u8
CCTV13新闻,http://39.135.138.60:18890/PLTV/88888910/224/3221225638/index.m3u8
CCTV-16奥林,http://39.134.115.163:8080/PLTV/88888910/224/3221226230/index.m3u8
CCTV1,http://39.135.138.59:18890/PLTV/88888910/224/3221225642/index.m3u8
CCTV1,http://39.135.138.60:18890/PLTV/88888910/224/3221225618/index.m3u8
CCTV-17农业,http://39.134.115.163:8080/PLTV/88888910/224/3221225909/index.m3u8
CCTV2,http://39.135.138.60:18890/PLTV/88888910/224/3221225643/index.m3u8
CCTV3,http://39.135.138.60:18890/PLTV/88888910/224/3221225647/index.m3u8
CCTV3,http://39.135.138.59:18890/PLTV/88888910/224/3221225634/index.m3u8
CCTV6,http://39.135.138.59:18890/PLTV/88888910/224/3221225650/index.m3u8
CCTV2,http://39.135.138.60:18890/PLTV/88888910/224/3221225619/index.m3u8
CCTV7,http://39.135.138.60:18890/PLTV/88888910/224/3221225624/index.m3u8
CCTV7,http://39.135.138.59:18890/PLTV/88888910/224/3221225644/index.m3u8
CCTV8,http://39.135.138.59:18890/PLTV/88888910/224/3221225631/index.m3u8
CCTV9,http://39.135.138.59:18890/PLTV/88888910/224/3221225626/index.m3u8
CCTV6,http://39.135.138.59:18890/PLTV/88888910/224/3221225632/index.m3u8
CCTV10,http://39.135.138.59:18890/PLTV/88888910/224/3221225627/index.m3u8
CCTV10,http://39.135.138.60:18890/PLTV/88888910/224/3221225636/index.m3u8
CCTV9,http://39.135.138.60:18890/PLTV/88888910/224/3221225646/index.m3u8
CCTV11,http://39.135.138.59:18890/PLTV/88888910/224/3221225628/index.m3u8
CCTV12,http://39.135.138.59:18890/PLTV/88888910/224/3221225629/index.m3u8
CCTV14,http://39.135.138.60:18890/PLTV/88888910/224/3221225639/index.m3u8
CCTV14,http://39.135.138.59:18890/PLTV/88888910/224/3221225640/index.m3u8
CCTV12,http://39.135.138.60:18890/PLTV/88888910/224/3221225637/index.m3u8
CCTV17,http://39.135.138.59:18890/PLTV/88888910/224/3221225908/index.m3u8
CNC中文,http://39.135.138.59:18890/PLTV/88888910/224/3221225694/index.m3u8
CGTN纪录,http://39.135.138.58:18890/PLTV/88888888/224/3221225645/index.m3u8
CNC英文,http://39.135.138.59:18890/PLTV/88888910/224/3221225693/index.m3u8
新华中文,http://39.135.138.58:18890/PLTV/88888888/224/3221225694/index.m3u8
新华英语,http://39.135.138.58:18890/PLTV/88888888/224/3221225693/index.m3u8
CHC家庭影院,http://111.20.33.93/TVOD/88888893/224/3221226462/index.m3u8
CHC动作电影,http://111.20.33.93/TVOD/88888893/224/3221226465/index.m3u8
深圳卫视,http://60.10.167.88:808/hls/23/index.m3u8
黑龙江卫视,http://60.10.167.88:808/hls/27/index.m3u8
上海卫视,http://60.10.167.88:808/hls/32/index.m3u8
山东卫视,http://60.10.167.88:808/hls/24/index.m3u8
四川卫士,http://60.10.167.88:808/hls/31/index.m3u8
湖南卫视,http://60.10.167.88:808/hls/19/index.m3u8
辽宁卫视,http://60.10.167.88:808/hls/28/index.m3u8
浙江卫视,http://60.10.167.88:808/hls/26/index.m3u8
江苏卫视,http://60.10.167.88:808/hls/20/index.m3u8
河北卫视,http://60.10.167.88:808/hls/18/index.m3u8
安徽卫视,http://60.10.167.88:808/hls/29/index.m3u8
湖北卫视,http://60.10.167.88:808/hls/30/index.m3u8
天津卫视,http://60.10.167.88:808/hls/22/index.m3u8
重庆卫视,http://60.10.167.88:808/hls/33/index.m3u8
广东卫视,http://60.10.167.88:808/hls/25/index.m3u8
青海卫视,http://60.10.167.88:808/hls/40/index.m3u8
广西卫视,http://60.10.167.88:808/hls/35/index.m3u8
陕西卫视,http://60.10.167.88:808/hls/37/index.m3u8
吉林卫视,http://60.10.167.88:808/hls/36/index.m3u8
山西卫视,http://60.10.167.88:808/hls/38/index.m3u8
内蒙古卫视,http://60.10.167.88:808/hls/39/index.m3u8
东南卫视,http://60.10.167.88:808/hls/34/index.m3u8
贵州卫视,http://60.10.167.88:808/hls/49/index.m3u8
甘肃卫视,http://60.10.167.88:808/hls/44/index.m3u8
新疆卫视,http://60.10.167.88:808/hls/43/index.m3u8
海南卫视,http://60.10.167.88:808/hls/45/index.m3u8
云南卫视,http://60.10.167.88:808/hls/47/index.m3u8
宁夏卫视,http://60.10.167.88:808/hls/41/index.m3u8
西藏卫视,http://60.10.167.88:808/hls/42/index.m3u8
嘉佳卡通,http://111.20.33.70/PLTV/88888893/224/3221226227/index.m3u8
黑龙江卫视,http://111.20.33.70/PLTV/88888893/224/3221226215/index.m3u8
辽宁卫视,http://111.20.33.70/PLTV/88888893/224/3221226210/index.m3u8
延边卫视,http://111.20.33.70/PLTV/88888893/224/3221226220/index.m3u8
北京卫视,http://111.20.33.70/PLTV/88888893/224/3221226222/index.m3u8
天津卫视,http://111.20.33.70/PLTV/88888893/224/3221226204/index.m3u8
安徽卫视,http://111.20.33.70/PLTV/88888893/224/3221226203/index.m3u8
安徽卫视,http://111.20.33.70/PLTV/88888893/224/3221226196/index.m3u8
山东卫视,http://111.20.33.70/PLTV/88888893/224/3221226209/index.m3u8
山东教育卫视,http://111.20.33.70/PLTV/88888893/224/3221226238/index.m3u8
陕西卫视http://111.20.33.70/PLTV/88888893/224/32212263,http://111.20.33.70/PLTV/88888893/224/3221225821/index.m3u8
陕西卫视,http://111.20.33.70/PLTV/88888893/224/3221226246/index.m3u8
西藏卫视,http://111.20.33.70/PLTV/88888893/224/3221226212/index.m3u8
浙江卫视,http://111.20.33.70/PLTV/88888893/224/3221226199/index.m3u8
东方卫视,http://111.20.33.70/PLTV/88888893/224/3221226217/index.m3u8
湖北卫视,http://111.20.33.70/PLTV/88888893/224/3221226194/index.m3u8
康巴卫视,http://111.20.33.70/PLTV/88888893/224/3221226234/index.m3u8
湖北卫视,http://111.20.33.70/PLTV/88888893/224/3221226206/index.m3u8
广东卫视,http://111.20.33.70/PLTV/88888893/224/3221226216/index.m3u8
湖南卫视,http://111.20.33.70/PLTV/88888893/224/3221226211/index.m3u8
财富天下,http://111.20.33.70/PLTV/88888893/224/3221226350/index.m3u8
农林卫视,http://111.20.33.70/PLTV/88888893/224/3221226229/index.m3u8
全纪实,http://111.20.33.70/PLTV/88888893/224/3221226580/index.m3u8
金鹰纪实,http://111.20.33.70/PLTV/88888893/224/3221226351/index.m3u8
极速汽车,http://111.20.33.70/PLTV/88888893/224/3221226574/index.m3u8
游戏风云,http://111.20.33.70/PLTV/88888893/224/3221226579/index.m3u8
天津卫视,http://111.20.33.70/PLTV/88888893/224/3221226934/index.m3u8
北京卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225673/index.m3u8
北京卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225674/index.m3u8
北京卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225674/index.m3u8
深圳卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225741/index.m3u8
深圳卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225700/index.m3u8
湖南卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225745/index.m3u8
湖南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225745/index.m3u8
湖南卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225704/index.m3u8
重庆卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225692/index.m3u8
重庆卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225692/index.m3u8
重庆卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225734/index.m3u8
浙江卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225744/index.m3u8
浙江卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225703/index.m3u8
辽宁卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225735/index.m3u8
辽宁卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225696/index.m3u8
辽宁卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225735/index.m3u8
江苏卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225702/index.m3u8
江苏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225743/index.m3u8
江苏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225702/index.m3u8
江西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225746/index.m3u8
江西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225705/index.m3u8
江西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225746/index.m3u8
东方卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225659/index.m3u8
广东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225742/index.m3u8
天津卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225698/index.m3u8
山东卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225697/index.m3u8
山东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225738/index.m3u8
湖北卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225699/index.m3u8
安徽卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225691/index.m3u8
四川卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225733/index.m3u8
河北卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225732/index.m3u8
贵州卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225728/index.m3u8
山西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225730/index.m3u8
青海卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225727/index.m3u8
云南卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225664/index.m3u8
东南卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225657/index.m3u8
陕西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225729/index.m3u8
内蒙古卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225667/index.m3u8
宁夏卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225726/index.m3u8
甘肃卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225724/index.m3u8
新疆卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225725/index.m3u8
广西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225731/index.m3u8
吉林卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225680/index.m3u8
龙江卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225690/index.m3u8
西藏卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225723/index.m3u8
黑龙江卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225736/index.m3u8
凤凰中文,https://play-live.ifeng.com/live/06OLEGEGM4G.m3u8
凤凰资讯,http://play-live.ifeng.com/live/06OLEEWQKN4.m3u8?zgangd
无线财经台,http://120.84.96.63:808/hls/86/index.m3u8
香港有线新闻,http://61.10.2.140:80/live_freedirect/freehd209_h.live/chunklist_w135209556.m3u8
RTHK32,http://rthktv32-live.akamaized.net/hls/live/2036819/RTHKTV32/master.m3u8
J2,https://p2.weizan.cn/1646497941/269664979080385265/live.m3u8
澳门莲花,http://tv.ldlive.xyz/tv/lotustv.php
台视新闻台,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8
台视新闻台,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
民视新闻台,http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8
民视新闻台,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
东森电影台,http://120.84.96.63:808/hls/33/index.m3u8
TVBS新闻台,http://38.64.72.148:80/hls/modn/list/4006/chunklist0.m3u8
亚洲新闻台,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
CINEMAX[1920*1080],http://50.7.220.74:8278/cinemax_twn/playlist.m3u8?tid=MCEC1614519816145198&ct=19193&tsum=e635ddeeb683b5cbcda1319d0cc18f84
HBOFamily[1920*1080],http://50.7.220.74:8278/fyi_twn/playlist.m3u8?tid=18186902&ct=17988&&tsum=7a21abab0a5912afb0ebc01db111e59f
TVBS歡樂台[1920*1080],http://50.7.220.74:8278/tvbshuanle_twn/playlist.m3u8?tid=MC8C2318787923187879&ct=19193&tsum=394d2b9af3df7846e2cdc60d69dd4219
